,Title,Type,Director,Cast,Release Year,Date Added,Rating,Duration,Genre,Vote Average
2627,The Ultimate Christmas Present,Movie,Greg Beeman,"Hallee Hirsh, Spencer Breslin, Hallie Todd, Brenda Song, John Salley, Susan Ruttan",2000,"November 12, 2019",TV-G,81 min,Comedy,5.4
2628,The Ultimate Christmas Present,Movie,Greg Beeman,"Hallee Hirsh, Spencer Breslin, Hallie Todd, Brenda Song, John Salley, Susan Ruttan",2000,"November 12, 2019",TV-G,81 min, Coming of Age,5.4
2629,The Ultimate Christmas Present,Movie,Greg Beeman,"Hallee Hirsh, Spencer Breslin, Hallie Todd, Brenda Song, John Salley, Susan Ruttan",2000,"November 12, 2019",TV-G,81 min, Fantasy,5.4
2630,The Hunchback of Notre Dame II,Movie,Bradley Raymond,"Jason Alexander, Jennifer Hewitt, Tom Hulce, Paul Kandel, Charles Kimbrough, Kevin Kline",2002,"November 12, 2019",G,69 min,Action-Adventure,5.355
2631,The Hunchback of Notre Dame II,Movie,Bradley Raymond,"Jason Alexander, Jennifer Hewitt, Tom Hulce, Paul Kandel, Charles Kimbrough, Kevin Kline",2002,"November 12, 2019",G,69 min, Animation,5.355
2632,The Hunchback of Notre Dame II,Movie,Bradley Raymond,"Jason Alexander, Jennifer Hewitt, Tom Hulce, Paul Kandel, Charles Kimbrough, Kevin Kline",2002,"November 12, 2019",G,69 min, Family,5.355
2633,Doug's 1st Movie,Movie,Maurice Joyce,"Thomas McHugh, Fred Newman, Chris Phillips, Constance Shulman, Frank Welker, Doug Preis",1999,"November 12, 2019",G,80 min,Animation,5.354
2634,Doug's 1st Movie,Movie,Maurice Joyce,"Thomas McHugh, Fred Newman, Chris Phillips, Constance Shulman, Frank Welker, Doug Preis",1999,"November 12, 2019",G,80 min, Comedy,5.354
2635,Doug's 1st Movie,Movie,Maurice Joyce,"Thomas McHugh, Fred Newman, Chris Phillips, Constance Shulman, Frank Welker, Doug Preis",1999,"November 12, 2019",G,80 min, Family,5.354
2636,Beverly Hills Chihuahua,Movie,Raja Gosnell,"Piper Perabo, Manolo Cardona, Jamie Curtis, Jose Yazpik, Maury Sterling, Jesus Ochoa",2008,"October 16, 2020",PG,95 min,Action-Adventure,5.307
2637,Beverly Hills Chihuahua,Movie,Raja Gosnell,"Piper Perabo, Manolo Cardona, Jamie Curtis, Jose Yazpik, Maury Sterling, Jesus Ochoa",2008,"October 16, 2020",PG,95 min, Comedy,5.307
2638,Beverly Hills Chihuahua,Movie,Raja Gosnell,"Piper Perabo, Manolo Cardona, Jamie Curtis, Jose Yazpik, Maury Sterling, Jesus Ochoa",2008,"October 16, 2020",PG,95 min, Family,5.307
2639,Diary of a Wimpy Kid: The Long Haul,Movie,David Bowers,"Jason Drucker, Alicia Silverstone, Tom Scott, Charlie Wright, Owen Asztalos, Dylan Walters",2017,"July 17, 2020",PG,92 min,Comedy,5.3
2640,Diary of a Wimpy Kid: The Long Haul,Movie,David Bowers,"Jason Drucker, Alicia Silverstone, Tom Scott, Charlie Wright, Owen Asztalos, Dylan Walters",2017,"July 17, 2020",PG,92 min, Family,5.3
2641,Get a Clue,Movie,Maggie Greenwald,"Lindsay Lohan, Bug Hall, Ian Gomez, Brenda Song, Ali Mukadam, Dan Lett",2002,"November 12, 2019",TV-G,84 min,Drama,5.3
2642,Get a Clue,Movie,Maggie Greenwald,"Lindsay Lohan, Bug Hall, Ian Gomez, Brenda Song, Ali Mukadam, Dan Lett",2002,"November 12, 2019",TV-G,84 min, Mystery,5.3
2643,The Poof Point,Movie,Neal Israel,"Tahj Mowry, Dawnn Lewis, Raquel Lee, Mark Curry, Bruce Newbold, Jan Felt",2001,"November 12, 2019",TV-G,80 min,Comedy,5.3
2644,The Poof Point,Movie,Neal Israel,"Tahj Mowry, Dawnn Lewis, Raquel Lee, Mark Curry, Bruce Newbold, Jan Felt",2001,"November 12, 2019",TV-G,80 min, Coming of Age,5.3
2645,The Poof Point,Movie,Neal Israel,"Tahj Mowry, Dawnn Lewis, Raquel Lee, Mark Curry, Bruce Newbold, Jan Felt",2001,"November 12, 2019",TV-G,80 min, Science Fiction,5.3
2646,The Adventures of André & Wally B.,Movie,Alvy Smith,Unknown,1984,"November 12, 2019",TV-G,2 min,Animation,5.289
2647,The Adventures of André & Wally B.,Movie,Alvy Smith,Unknown,1984,"November 12, 2019",TV-G,2 min, Kids,5.289
2648,BURN-E,Movie,Angus MacLane,"Angus MacLane, Tessa Swigart",2008,"November 12, 2019",TV-G,8 min,Animation,5.286
2649,BURN-E,Movie,Angus MacLane,"Angus MacLane, Tessa Swigart",2008,"November 12, 2019",TV-G,8 min, Comedy,5.286
2650,BURN-E,Movie,Angus MacLane,"Angus MacLane, Tessa Swigart",2008,"November 12, 2019",TV-G,8 min, Family,5.286
2651,Dadnapped,Movie,Paul Hoen,"Emily Osment, David Henrie, Jason Earles, Jonathan Keltz, Moises Arias, Denzel Whitaker",2009,"November 12, 2019",TV-G,85 min,Comedy,5.278
2652,Dadnapped,Movie,Paul Hoen,"Emily Osment, David Henrie, Jason Earles, Jonathan Keltz, Moises Arias, Denzel Whitaker",2009,"November 12, 2019",TV-G,85 min, Mystery,5.278
2653,Ernest Saves Christmas,Movie,John Cherry,"Jim Varney, Noelle Parker, Douglas Seale",1988,"November 26, 2021",PG,91 min,Comedy,5.271
2654,Home Alone 3,Movie,Raja Gosnell,"Alex D. Linz, Haviland Morris, Olek Krupa",1997,"November 13, 2020",PG,103 min,Comedy,5.264
2655,Home Alone 3,Movie,Raja Gosnell,"Alex D. Linz, Haviland Morris, Olek Krupa",1997,"November 13, 2020",PG,103 min, Family,5.264
2656,Hounded,Movie,Neal Israel,"Tahj Mowry, Shia LaBeouf, Craig Kirkwood, Steven Bendik, Sara Paxton, Rachelle Carson",2001,"November 12, 2019",TV-G,92 min,Animals & Nature,5.239
2657,Hounded,Movie,Neal Israel,"Tahj Mowry, Shia LaBeouf, Craig Kirkwood, Steven Bendik, Sara Paxton, Rachelle Carson",2001,"November 12, 2019",TV-G,92 min, Comedy,5.239
2658,Hounded,Movie,Neal Israel,"Tahj Mowry, Shia LaBeouf, Craig Kirkwood, Steven Bendik, Sara Paxton, Rachelle Carson",2001,"November 12, 2019",TV-G,92 min, Coming of Age,5.239
2659,Jungle 2 Jungle,Movie,John Pasquin,"Tim Allen, Martin Short, Lolita Davidovich, David Stiers, JoBeth Williams, Sam Huntington",1997,"November 12, 2019",PG,105 min,Comedy,5.237
2660,Jungle 2 Jungle,Movie,John Pasquin,"Tim Allen, Martin Short, Lolita Davidovich, David Stiers, JoBeth Williams, Sam Huntington",1997,"November 12, 2019",PG,105 min, Family,5.237
2661,"Honey, I Blew Up the Kid",Movie,Randal Kleiser,"Rick Moranis, Marcia Strassman, Lloyd Bridges, Robert Oliveri, John Shea, Keri Russell",1992,"November 12, 2019",PG,90 min,Comedy,5.227
2662,"Honey, I Blew Up the Kid",Movie,Randal Kleiser,"Rick Moranis, Marcia Strassman, Lloyd Bridges, Robert Oliveri, John Shea, Keri Russell",1992,"November 12, 2019",PG,90 min, Family,5.227
2663,"Honey, I Blew Up the Kid",Movie,Randal Kleiser,"Rick Moranis, Marcia Strassman, Lloyd Bridges, Robert Oliveri, John Shea, Keri Russell",1992,"November 12, 2019",PG,90 min, Science Fiction,5.227
2664,Herbie Goes Bananas,Movie,Vincent McEveety,"Cloris Leachman, Charles Smith, John Vernon, Stephen Burns, Elyssa Davalos, Joaquin Garay  III",1980,"November 12, 2019",G,93 min,Action-Adventure,5.225
2665,Herbie Goes Bananas,Movie,Vincent McEveety,"Cloris Leachman, Charles Smith, John Vernon, Stephen Burns, Elyssa Davalos, Joaquin Garay  III",1980,"November 12, 2019",G,93 min, Comedy,5.225
2666,Herbie Goes Bananas,Movie,Vincent McEveety,"Cloris Leachman, Charles Smith, John Vernon, Stephen Burns, Elyssa Davalos, Joaquin Garay  III",1980,"November 12, 2019",G,93 min, Family,5.225
2667,Buffalo Dreams,Movie,David Jackson,"Reiley McClendon, Simon Baker, Graham Greene, Tessa Vonn, Max van Ville, Chris Hunter",2005,"November 12, 2019",TV-G,90 min,Buddy,5.2
2668,Buffalo Dreams,Movie,David Jackson,"Reiley McClendon, Simon Baker, Graham Greene, Tessa Vonn, Max van Ville, Chris Hunter",2005,"November 12, 2019",TV-G,90 min, Coming of Age,5.2
2669,Buffalo Dreams,Movie,David Jackson,"Reiley McClendon, Simon Baker, Graham Greene, Tessa Vonn, Max van Ville, Chris Hunter",2005,"November 12, 2019",TV-G,90 min, Drama,5.2
2670,Fuzzbucket,Movie,Mick Garris,"Chris Hebert, Phil Fondacaro, Joe Regalbuto, Wendy Phillips, Robyn Lively, John Vernon",1986,"November 12, 2019",TV-G,46 min,Buddy,5.2
2671,Fuzzbucket,Movie,Mick Garris,"Chris Hebert, Phil Fondacaro, Joe Regalbuto, Wendy Phillips, Robyn Lively, John Vernon",1986,"November 12, 2019",TV-G,46 min, Comedy,5.2
2672,Fuzzbucket,Movie,Mick Garris,"Chris Hebert, Phil Fondacaro, Joe Regalbuto, Wendy Phillips, Robyn Lively, John Vernon",1986,"November 12, 2019",TV-G,46 min, Coming of Age,5.2
2673,Casebusters,Movie,Wes Craven,"Pat Hingle, Noah Hathaway, Virginya Keehne, Gary Riley, Ebbe Smith, Sharon Barr",1986,"November 12, 2019",TV-PG,46 min,Drama,5.2
2674,Casebusters,Movie,Wes Craven,"Pat Hingle, Noah Hathaway, Virginya Keehne, Gary Riley, Ebbe Smith, Sharon Barr",1986,"November 12, 2019",TV-PG,46 min, Family,5.2
2675,Casebusters,Movie,Wes Craven,"Pat Hingle, Noah Hathaway, Virginya Keehne, Gary Riley, Ebbe Smith, Sharon Barr",1986,"November 12, 2019",TV-PG,46 min, Mystery,5.2
2676,Pixel Perfect,Movie,Mark Dippé,"Ricky Ullman, Leah Pipes, Spencer Redford, Chris Williams, Tania Gunadi, Porscha Coleman",2004,"November 12, 2019",TV-G,90 min,Comedy,5.2
2677,Pixel Perfect,Movie,Mark Dippé,"Ricky Ullman, Leah Pipes, Spencer Redford, Chris Williams, Tania Gunadi, Porscha Coleman",2004,"November 12, 2019",TV-G,90 min, Coming of Age,5.2
2678,Pixel Perfect,Movie,Mark Dippé,"Ricky Ullman, Leah Pipes, Spencer Redford, Chris Williams, Tania Gunadi, Porscha Coleman",2004,"November 12, 2019",TV-G,90 min, Music,5.2
2679,Tom and Huck,Movie,Peter Hewitt,"Jonathan Thomas, Brad Renfro, Eric Schweig, Charles Rocket, Amy Wright, Michael McShane",1995,"November 12, 2019",PG,92 min,Action-Adventure,5.2
2680,Tom and Huck,Movie,Peter Hewitt,"Jonathan Thomas, Brad Renfro, Eric Schweig, Charles Rocket, Amy Wright, Michael McShane",1995,"November 12, 2019",PG,92 min, Comedy,5.2
2681,Tom and Huck,Movie,Peter Hewitt,"Jonathan Thomas, Brad Renfro, Eric Schweig, Charles Rocket, Amy Wright, Michael McShane",1995,"November 12, 2019",PG,92 min, Coming of Age,5.2
2682,"Hello, Dolly!",Movie,Gene Kelly,"Barbara Streisand, Walter Matthau, Michael Crawford, Marianne McAndrew, Danny Lockin, E.J. Peaker",1969,"May 22, 2020",G,147 min,Comedy,5.167
2683,"Hello, Dolly!",Movie,Gene Kelly,"Barbara Streisand, Walter Matthau, Michael Crawford, Marianne McAndrew, Danny Lockin, E.J. Peaker",1969,"May 22, 2020",G,147 min, Musical,5.167
2684,"Hello, Dolly!",Movie,Gene Kelly,"Barbara Streisand, Walter Matthau, Michael Crawford, Marianne McAndrew, Danny Lockin, E.J. Peaker",1969,"May 22, 2020",G,147 min, Romance,5.167
2685,Unidentified Flying Oddball,Movie,Russ Mayberry,"Dennis Dugan, Jim Dale, Ron Moody, Kenneth More, John Le Mesurier, Rodney Bewes",1979,"November 12, 2019",G,93 min,Action-Adventure,5.161
2686,Unidentified Flying Oddball,Movie,Russ Mayberry,"Dennis Dugan, Jim Dale, Ron Moody, Kenneth More, John Le Mesurier, Rodney Bewes",1979,"November 12, 2019",G,93 min, Comedy,5.161
2687,Unidentified Flying Oddball,Movie,Russ Mayberry,"Dennis Dugan, Jim Dale, Ron Moody, Kenneth More, John Le Mesurier, Rodney Bewes",1979,"November 12, 2019",G,93 min, Family,5.161
2688,Eragon,Movie,Stefen Fangmeier,"Ed Speleers, Jeremy Irons, Sienna Guillory, Robert Carlyle, John Malkovich, Garrett Hedlund",2006,"August 20, 2021",PG,104 min,Action-Adventure,5.1
2689,Eragon,Movie,Stefen Fangmeier,"Ed Speleers, Jeremy Irons, Sienna Guillory, Robert Carlyle, John Malkovich, Garrett Hedlund",2006,"August 20, 2021",PG,104 min, Family,5.1
2690,Eragon,Movie,Stefen Fangmeier,"Ed Speleers, Jeremy Irons, Sienna Guillory, Robert Carlyle, John Malkovich, Garrett Hedlund",2006,"August 20, 2021",PG,104 min, Fantasy,5.1
2691,Skyrunners,Movie,Ralph Hemecker,"Kelly Blatz, Joey Pollari, Conrad Coates, Jacqueline Wood, Nathan Stephenson, Kerry Laifatt",2009,"November 12, 2019",TV-PG,93 min,Action-Adventure,5.1
2692,Skyrunners,Movie,Ralph Hemecker,"Kelly Blatz, Joey Pollari, Conrad Coates, Jacqueline Wood, Nathan Stephenson, Kerry Laifatt",2009,"November 12, 2019",TV-PG,93 min, Science Fiction,5.1
2693,Operation Dumbo Drop,Movie,Simon Wincer,"Danny Glover, Ray Liotta, Denis Leary, Doug Doug, Corin Nemec, Tcheky Karyo",1995,"November 12, 2019",PG,109 min,Action-Adventure,5.1
2694,Operation Dumbo Drop,Movie,Simon Wincer,"Danny Glover, Ray Liotta, Denis Leary, Doug Doug, Corin Nemec, Tcheky Karyo",1995,"November 12, 2019",PG,109 min, Animals & Nature,5.1
2695,Operation Dumbo Drop,Movie,Simon Wincer,"Danny Glover, Ray Liotta, Denis Leary, Doug Doug, Corin Nemec, Tcheky Karyo",1995,"November 12, 2019",PG,109 min, Comedy,5.1
2696,Kingdom of the Apes: Battle Lines,Movie,Unknown,Dan Nachtrab,2017,"November 12, 2019",TV-PG,44 min,Animals & Nature,5.1
2697,Kingdom of the Apes: Battle Lines,Movie,Unknown,Dan Nachtrab,2017,"November 12, 2019",TV-PG,44 min, Documentary,5.1
2698,Hacksaw,Movie,Larry Lansburgh,"Tab Hunter, Victor Millan, Ray Teal, Russ McCubbin, George Barrows, Christine Austin",1971,"January 1, 2020",TV-PG,89 min,Animals & Nature,5.1
2699,Hacksaw,Movie,Larry Lansburgh,"Tab Hunter, Victor Millan, Ray Teal, Russ McCubbin, George Barrows, Christine Austin",1971,"January 1, 2020",TV-PG,89 min, Family,5.1
2700,Hacksaw,Movie,Larry Lansburgh,"Tab Hunter, Victor Millan, Ray Teal, Russ McCubbin, George Barrows, Christine Austin",1971,"January 1, 2020",TV-PG,89 min, Sports,5.1
2701,A Wrinkle in Time,Movie,Ava DuVernay,"Oprah Winfrey, Reese Witherspoon, Mindy Kaling, Storm Reid, Levi Miller, Deric McCabe",2018,"March 25, 2020",PG,112 min,Action-Adventure,5.093
2702,A Wrinkle in Time,Movie,Ava DuVernay,"Oprah Winfrey, Reese Witherspoon, Mindy Kaling, Storm Reid, Levi Miller, Deric McCabe",2018,"March 25, 2020",PG,112 min, Coming of Age,5.093
2703,A Wrinkle in Time,Movie,Ava DuVernay,"Oprah Winfrey, Reese Witherspoon, Mindy Kaling, Storm Reid, Levi Miller, Deric McCabe",2018,"March 25, 2020",PG,112 min, Family,5.093
2704,Shark vs. Surfer,Movie,Phil Stebbing,Billy Lloyd,2020,"July 23, 2021",TV-14,44 min,Animals & Nature,5.0
2705,Shark vs. Surfer,Movie,Phil Stebbing,Billy Lloyd,2020,"July 23, 2021",TV-14,44 min, Documentary,5.0
2706,Winged Seduction: Birds of Paradise,Movie,Molly Hermann,Josh Goodman,2012,"November 12, 2019",TV-PG,45 min,Action-Adventure,5.0
2707,Winged Seduction: Birds of Paradise,Movie,Molly Hermann,Josh Goodman,2012,"November 12, 2019",TV-PG,45 min, Animals & Nature,5.0
2708,Winged Seduction: Birds of Paradise,Movie,Molly Hermann,Josh Goodman,2012,"November 12, 2019",TV-PG,45 min, Documentary,5.0
2709,Shark Gangs,Movie,"Jacob Cobi Benattia, Pete Berg, James Buchanan",Unknown,2021,"July 9, 2021",TV-14,44 min,Animals & Nature,5.0
2710,Shark Gangs,Movie,"Jacob Cobi Benattia, Pete Berg, James Buchanan",Unknown,2021,"July 9, 2021",TV-14,44 min, Documentary,5.0
2711,Most Wanted Sharks,Movie,Unknown,Unknown,2020,"July 16, 2021",TV-PG,44 min,Animals & Nature,5.0
2712,Most Wanted Sharks,Movie,Unknown,Unknown,2020,"July 16, 2021",TV-PG,44 min, Documentary,5.0
2713,Home Alone,Movie,Chris Columbus,"Macaulay Culkin, Joe Pesci, Daniel Stern, John Heard, Roberts Blossom, Catherine O'Hara",1990,"November 13, 2020",PG,103 min,Comedy,4.932
2714,Home Alone,Movie,Chris Columbus,"Macaulay Culkin, Joe Pesci, Daniel Stern, John Heard, Roberts Blossom, Catherine O'Hara",1990,"November 13, 2020",PG,103 min, Family,4.932
2715,Home Sweet Home Alone,Movie,Dan Mazer,"Ellie Kemper, Rob Delaney, Archie Yates, Aisling Bea, Kenan Thompson, Tim Simons",2021,"November 12, 2021",PG,95 min,Comedy,4.932
2716,Home Sweet Home Alone,Movie,Dan Mazer,"Ellie Kemper, Rob Delaney, Archie Yates, Aisling Bea, Kenan Thompson, Tim Simons",2021,"November 12, 2021",PG,95 min, Family,4.932
2717,That Darn Cat,Movie,Bob Spiers,"Christina Ricci, Doug Doug, George Dzundza, Peter Boyle, Michael McKean, Bess Armstrong",1997,"November 12, 2019",PG,90 min,Animals & Nature,4.9
2718,That Darn Cat,Movie,Bob Spiers,"Christina Ricci, Doug Doug, George Dzundza, Peter Boyle, Michael McKean, Bess Armstrong",1997,"November 12, 2019",PG,90 min, Comedy,4.9
2719,That Darn Cat,Movie,Bob Spiers,"Christina Ricci, Doug Doug, George Dzundza, Peter Boyle, Michael McKean, Bess Armstrong",1997,"November 12, 2019",PG,90 min, Family,4.9
2720,The Shaggy Dog,Movie,Charles Barton,"Fred MacMurray, Jean Hagen, Tommy Kirk, Annette Funicello, Tim Considine, Kevin Corcoran",1959,"November 12, 2019",G,102 min,Comedy,4.863
2721,The Shaggy Dog,Movie,Charles Barton,"Fred MacMurray, Jean Hagen, Tommy Kirk, Annette Funicello, Tim Considine, Kevin Corcoran",1959,"November 12, 2019",G,102 min, Family,4.863
2722,The Shaggy Dog,Movie,Charles Barton,"Fred MacMurray, Jean Hagen, Tommy Kirk, Annette Funicello, Tim Considine, Kevin Corcoran",1959,"November 12, 2019",G,102 min, Fantasy,4.863
2723,Richie Rich's Christmas Wish,Movie,John Murlowski,"David Gallagher, Eugene Levy, Keene Curtis, Jake Richardson, Martin Mull, Lesley Warren",1998,"November 12, 2019",G,85 min,Action-Adventure,4.798
2724,Richie Rich's Christmas Wish,Movie,John Murlowski,"David Gallagher, Eugene Levy, Keene Curtis, Jake Richardson, Martin Mull, Lesley Warren",1998,"November 12, 2019",G,85 min, Comedy,4.798
2725,Richie Rich's Christmas Wish,Movie,John Murlowski,"David Gallagher, Eugene Levy, Keene Curtis, Jake Richardson, Martin Mull, Lesley Warren",1998,"November 12, 2019",G,85 min, Family,4.798
2726,A Kid in King Arthur's Court,Movie,Michael Gottlieb,"Thomas Nicholas, Joss Ackland, Art Malik, Paloma Baeza, Kate Winslet, Daniel Craig",1995,"November 12, 2019",PG,90 min,Action-Adventure,4.795
2727,A Kid in King Arthur's Court,Movie,Michael Gottlieb,"Thomas Nicholas, Joss Ackland, Art Malik, Paloma Baeza, Kate Winslet, Daniel Craig",1995,"November 12, 2019",PG,90 min, Comedy,4.795
2728,A Kid in King Arthur's Court,Movie,Michael Gottlieb,"Thomas Nicholas, Joss Ackland, Art Malik, Paloma Baeza, Kate Winslet, Daniel Craig",1995,"November 12, 2019",PG,90 min, Coming of Age,4.795
2729,The Country Bears,Movie,Peter Hastings,"Christopher Walken, Stephen Tobolowsky, Daryl Mitchell, M.C. Gainey, Diedrich Bader, Alex Rocco",2002,"November 12, 2019",G,91 min,Comedy,4.77
2730,The Country Bears,Movie,Peter Hastings,"Christopher Walken, Stephen Tobolowsky, Daryl Mitchell, M.C. Gainey, Diedrich Bader, Alex Rocco",2002,"November 12, 2019",G,91 min, Music,4.77
2731,Whispers: An Elephant's Tale,Movie,Dereck Joubert,"Angela Bassett, Joanna Lumley, Anne Archer, Debi Derryberry, Kevin Richardson, Alice Ghostley",2000,"November 12, 2019",G,73 min,Action-Adventure,4.571
2732,Whispers: An Elephant's Tale,Movie,Dereck Joubert,"Angela Bassett, Joanna Lumley, Anne Archer, Debi Derryberry, Kevin Richardson, Alice Ghostley",2000,"November 12, 2019",G,73 min, Animals & Nature,4.571
2733,Whispers: An Elephant's Tale,Movie,Dereck Joubert,"Angela Bassett, Joanna Lumley, Anne Archer, Debi Derryberry, Kevin Richardson, Alice Ghostley",2000,"November 12, 2019",G,73 min, Family,4.571
2734,Secrets of the King Cobra,Movie,Unknown,Andre Braugher,2012,"November 12, 2019",TV-PG,47 min,Animals & Nature,4.5
2735,Secrets of the King Cobra,Movie,Unknown,Andre Braugher,2012,"November 12, 2019",TV-PG,47 min, Documentary,4.5
2736,Surviving the Mount St. Helens Disaster,Movie,Sophie Harris,Bill Ratner,2020,"July 31, 2020",TV-PG,44 min,Animals & Nature,4.5
2737,Surviving the Mount St. Helens Disaster,Movie,Sophie Harris,Bill Ratner,2020,"July 31, 2020",TV-PG,44 min, Documentary,4.5
2738,Inspector Gadget,Movie,David Kellogg,"Matthew Broderick, Rupert Everett, Joely Fisher, Michelle Trachtenberg, Michael Hagerty, Andy Dick",1999,"November 12, 2019",PG,80 min,Action-Adventure,4.457
2739,Inspector Gadget,Movie,David Kellogg,"Matthew Broderick, Rupert Everett, Joely Fisher, Michelle Trachtenberg, Michael Hagerty, Andy Dick",1999,"November 12, 2019",PG,80 min, Comedy,4.457
2740,Inspector Gadget,Movie,David Kellogg,"Matthew Broderick, Rupert Everett, Joely Fisher, Michelle Trachtenberg, Michael Hagerty, Andy Dick",1999,"November 12, 2019",PG,80 min, Family,4.457
2741,George of the Jungle 2,Movie,David Grossman,"Thomas Church, Julie Benz, Christina Pickles, Angus Jones, Kelly Miller, John Kassir",2003,"December 20, 2019",PG,89 min,Action-Adventure,4.427
2742,George of the Jungle 2,Movie,David Grossman,"Thomas Church, Julie Benz, Christina Pickles, Angus Jones, Kelly Miller, John Kassir",2003,"December 20, 2019",PG,89 min, Comedy,4.427
2743,George of the Jungle 2,Movie,David Grossman,"Thomas Church, Julie Benz, Christina Pickles, Angus Jones, Kelly Miller, John Kassir",2003,"December 20, 2019",PG,89 min, Family,4.427
2744,Mr. Magoo,Movie,Stanley Tong,"Leslie Nielsen, Kelly Lynch, Ernie Hudson, Stephen Tobolowsky, Nick Chinlund, Matt Keeslar",1997,"November 6, 2020",PG,88 min,Action-Adventure,4.411
2745,Mr. Magoo,Movie,Stanley Tong,"Leslie Nielsen, Kelly Lynch, Ernie Hudson, Stephen Tobolowsky, Nick Chinlund, Matt Keeslar",1997,"November 6, 2020",PG,88 min, Comedy,4.411
2746,Mr. Magoo,Movie,Stanley Tong,"Leslie Nielsen, Kelly Lynch, Ernie Hudson, Stephen Tobolowsky, Nick Chinlund, Matt Keeslar",1997,"November 6, 2020",PG,88 min, Crime,4.411
2747,Meet the Deedles,Movie,Steve Boyum,"Paul Walker, Steve Wormer, John Ashton, A.J. Langer, Robert Englund, Megan Cavanagh",1998,"November 12, 2019",PG,94 min,Buddy,4.4
